id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
1779	#سوريا_نحن_معكم ،، ف الصباح الباكر تستيقظ سوريا ع اصوات الصواريخ لا مأوى ولامأكل ولامشرب  ،،  سوريا تنزف #فريق_الأمل 	Negative	0.8932
1780	!̴​​.. ♡`̨      #لم اعد اسمع اخبار عن #سوريا كالسابق      هل ضُمت سوريا إلى #فلسطين ؟ لتصبح #قضايا منسيہ &lt;/3 !  #مسآحه_دعويه 	Negative	0.6973
1781	أميركا وحلفائها دول الخليج يتكالبون على #سوريا روسيا وحلفائها الشيعة والرافضة يتكالبون على #سوريا  والشعب داير... URL 	Negative	0.8967
1782	RT USERNAME: #عاجل  #حلب: مقتل العميد حسن عثمان رئيس فرع التحقيق في المخابرات الجوية بحلب بـاشتباكات مع الثوار..  #سوريا USERNAME #شام 	Negative	1
1783	RT USERNAME: أموي #سوريا •  #الجبهة_الإسلامية #لواء_الحق #كتائب_الأنصار   #حمص_المحاصرة     قامت وحدة المدفعية بقصف تجمعات... URL 	Negative	0.7334
1784	RT USERNAME: #شام #سوريا| ريف #دمشق: غارة جوية على وسط بلدة سقبا،أثناء صلاة الجمعة. 	Negative	1
1785	RT USERNAME: إيها المجرم #بشار_الاسد لن تبقى تحكم #سوريا للأبد !! ف أمثال هذا الطفل الباكي على شقيقه ووالده الذين قتلتهم كثيرون . http:/… 	Negative	1
1786	RT USERNAME: وكالة سوريا برس: قصف بالهاون والشيلكا والاسطوانات المتفجرة يستهدف حي الوعر في حمص 	Negative	1
1787	RT USERNAME: \"USERNAME: !!!! #سوريا URL" 	Neutral	0.7915
1788	RT USERNAME: يارب سوريا ؛ لك أمرها ، ب يدك قدرها ، ف انصرها يارحيم 💔. 	Positive	1
1789	#شام #فيديو | مراسل شبكة شام في #حمص \"أبو جراح\" رصد تصاعد الدخان جراء القصف العنيف الذي يس... URL #Syria #سوريا 	Negative	0.9042
1790	#كورد #سوريا   اصلا الحزبيين ما منهم فايدة 	Negative	0.8007
1791	RT USERNAME: الحرب الغاشمه الكونيه على سوريا المقاومه احدثت دمارا لم يحدث لأوربا فى الحرب العالميه الثانيه ! لكن سينتصرالدم على السي… 	Negative	1
1792	RT USERNAME: #شام #سوريا | #ريف_دمشق : قصف مدفعي لقوات النظام يتجدد على مدينة عربين. 	Negative	0.7532
1793	RT USERNAME: هل تعلم  #سوريا URL 	Neutral	0.894
1794	#سوريا # سوف نبقى هنا كي يزول الالم سوف نحيا هنا موطني موطني.. 	Positive	0.7294
1795	\"USERNAME: ما تزال طائفة من أمتي تقاتل على أكناف دمشق لا يضرهم من خذله هذه نبوءة رسول الله أجمع العالم كله على ثورة سوريا تآمر العالم 	Negative	0.5012
1796	RT USERNAME: #سوريا: مليشيات #بشار_الاسد .. مغول العصر لا يحترمون لا تاريخ ولا دين. صورة من #حلب: URL 	Negative	1
1797	RT USERNAME: أطفال سوريا بين برد الشتاء  ونار الرصاص اللهم احفظهم بعينك التي لا تنام 	Negative	1
1798	RT USERNAME: #شارك_بصورة_مؤثرة #سأخبر_الله_بكل_شئ  #كيف_ننام  #نحن_مسؤولون   #هي_لله  #ريتويت_لعلك_تؤجر  #سوريا   #العشق_الخرافي URL 	Negative	0.6222
1799	RT USERNAME: \"USERNAME: “حتى في لعبهم اطفال سوريا يقلدون مظهر تشييع الشهداء   وأكثرهم فرحاً من أخذ دور الشهيد  URL 	Negative	1
1800	RT USERNAME: #شارك_بصورة_مؤثرة  #سأخبر_الله_بكل_شئ #كيف_ننام #نحن_مسؤولون  #هي_لله  #ريتويت_لعلك_تؤجر #سوريا  #العشق_الخرافي URL 	Negative	0.6037
1801	#ساعة_استجابة لاتنسون سوريا من دعائكم 	Positive	1
1802	USERNAME USERNAME  هذا اللي فالحين فيه التنظير لوكنتم علماء مسلمين اصعدو المنبر وقولو للطغاه حكامكم مايحدث في سوريا لايرضي الله 	Negative	0.9028
1803	RT USERNAME: الجيش الحر: المخابرات الجوية في #حلب على وشك السقوط #العربية #سوريا  URL URL 	Negative	0.5911
1804	#سوريا: #انقذوهم من جرائم #الاسد    #savealeppo #Save_aleppo #Save_Homs #Savehoms URL 	Negative	0.7937
1805	\"USERNAME: أموي #سوريا •  أبـْـْطال لواء الشهيد أحمد العمر ولشهر الخامس على التوالي يرابطون على الثغور في جبهة عتمان   http://t 	Positive	0.5982
1806	#الجيش_الحر يستهدف حاجز السلام في خان شيخون بإدلب #سوريا   اللهم اشدد على قلوبهم وثبت اقدامهم وسدد رميهم وانصرهم نصرا مؤزرا ياجبار 	Positive	0.566
1807	RT USERNAME: العريفي قال الملائكة تقاتل مع داعش باجنحة بيضاء  ونحن نقول لة حزب الله يقاتل مع اسود سورية بجناحين جناح كربلاء الثائر وجن… 	Neutral	0.6105
1808	RT USERNAME: سيصل قارب الحرية إلى شط الأمان طالما مجدافه الإيمان بالله ..#سوريا URL 	Positive	0.911
1809	إتصال الحرة وسام مع سفير سوريا في الأردن بهجت سلي  - …:URL 	Neutral	0.889
1810	\"USERNAME: يـــا بآسط الأرض ورافــــع السمـــاء فرج لأهل سوريــا وارفـــع عــنهم البـــلاء # أطفال سوريا  ' URL" 	Positive	0.9052
1811	USERNAME USERNAME اخبر ان بفتره منع بشار اي مساعدات عربية للمنكوبين داخل سوريا  بعدها بشهر وزير خارجيتهم:اصلن العرب ما يساعدون المنكوبين 	Negative	0.9147
1812	#سوريا إغاثي بلجان حلب : براميل بشار “موت أحمر”:    قال وسيم أبو اليمان عضو اللجان الإغاثية الإنسانية بحلب... URL 	Negative	0.8952
1813	أموي #سوريا •  # : آخر المستجدات :     #ﺍﻟﻼﺫﻗﻴﺔ :   ﻛﺘﺎﺋﺐ المجاهدين ﺗﻘﻨﺺ 4 ﻋﻨﺎﺻﺮ ﻣﻦ ﺟﻴﺶ ﺍﻟﺪﻓﺎﻉ ﺍﻟﻮﻃﻨﻲ ﻓﻲ ﻣﺤﻴﻂ ﺟﺒﻞ... URL 	Negative	0.6127
1814	#Syria #شام #سوريا | #ديرالزور : إشتباكات بين الجيش الحر وقوات النظام  في حي الجبيلة: #شام #س... URL #FF #news 	Negative	0.8403
1815	\"USERNAME: نصائح المكتب الطبي في الجبهة الإسلامية #سوريا  حول غاز الكلور السام وكيفية التعامل معه  URL   #انشر_تؤجر\" 	Neutral	0.4106
1816	RT USERNAME: إذا لم تكن الشجاعة في نساء سوريا واليمن وفلسطين، فلنحذف من قاموسنا الشجاعة ولنستبدلها بما يليق ..  #سوريا  #سمر_بدوي 	Negative	0.5439
1817	#شهداء_الوطن #سوريا  الشهيد البطل محمد نور الدبس من أبناء محافظة حلب استشهد في حي الراشدين بحلب دفاعاً عن الوطن... URL 	Negative	1
1818	أروع كمين  بخدعة رائعة نسف واستلاء على رتل كامل   URL”” 	Negative	0.4855
1819	#سوريا #ادلب  مصدر محلي لتلفزيون الخبر: مسلحون يختطفون أسامة الحسين رئيس المجلس المحلي التابع للمعارضة في #سراقب 	Negative	0.7044
1820	RT USERNAME: أموي #سوريا •  استشهاد عدد من المدنيين نتيجة القصف على مناطق متفرقة من مدينة #حلب_وريفها.     1- نجيب محمد بدوي –... http://… 	Negative	0.8446
1821	RT USERNAME: الأمطار في #حلب تختلف .. فهي براميل قاتلة ساحقة ماحقة .. اللهم أمطِر بشار وحزبه وأعوانه بحجارة من سجيل .. #سوريا 	Negative	1
1822	البرنامج الامتحانى لشهاده التعليم الاساسى سوريا عام 2013 -2014: موقع طبيبى للعلاج بالاعشاب يقدم للطلبة والطالب... URL 	Neutral	0.8071
1823	USERNAME لا الحرب مافي منتصر  او خسران سوريا الخاسر في كل شيً  لقد دمرت عن بكرة ابيها.. اتمنيً ان نري  حلا سياسي يرضي الجميع 	Negative	1
1824	#الرقة_تذبح_بصمت #أنقذوا_حمص #سوريا 	Negative	0.8957
1825	RT USERNAME: يا أهل القلوب الرحيمة ذراري إخوانكم من أهل سوريا في خطر.. قتل أبائهم وهدمت دورهم .. فمن لهم بعد الله .. URL 	Negative	0.8182
1826	RT USERNAME: عشرات الضحايا في قصف بـ\"براميل الموت\" على أحياء حلب URL  #حلب URL 	Negative	1
1827	أموي #سوريا •     -#ريف_دمشق -#القلمون -الجيش الإسلامي الحر -   بأيدي ثوارنا اﻷبطال تـْـْم قتل الملازم شرف علاء... URL 	Negative	0.5904
1828	USERNAME استاذ فيصل هل نستحق العيش على ارض سوريا وقددمرناها 	Negative	0.8084
1829	#شر البلية مايضحك  مصادر سورية: الانتخابات الرئاسية في سوريا لن يحضرها أي مراقب عربي أو دولي 	Negative	0.5918
1830	أشد الناس حماقه أقواهم اعتقادا في فضل نفسه... وأثبت الناس عقلا أشدهم اتهاما لنفسه. #مصر مرسي #لبنان العز #سوريا الثورة #بشار الأسد الأحمق 	Negative	0.6959
1831	RT USERNAME: وإذا نظرنا الى واقعنا ورأينا مجموعات يرفعون راية الجهاد خصوصا في سورية يقتلون بعضهم بعضا بإسم الدين ويمثلون بالجثث والرؤوس… 	Negative	1
1832	#دعاء     #دعوه     #نشر      #اعلام     #اعلان       #مصر      #رصد      #سيناء      #النوبه      #سوريا... URL 	Neutral	0.8985
1833	الجيش السوري يدمر مستودعا كبيرا للاسلحة في بلدة #سلمى بريف #اللاذقية   إلى عشاق سوريا الأسد لايك وشير لصفحة ★شبيحة الفرقة الرابعة★ 	Negative	0.7987
1834	#سوريا نصرة الدين أولى من نصرة التنظيمات فالدين ثابت والتنظيمات يطرأ عليها التغيير والتبديل . 	Positive	0.549
1835	#سورية   #اللاذقية ﻛﺘﺎﺋﺐ ﺍﻟمجاهدين تقوم بـﻘﻨﺺ 4 ﻋﻨﺎﺻﺮ ﻣﻦ قوات النظام الأسدي ﻓﻲ ﻣﺤﻴﻂ ﺟﺒﻞ ﺍﻟﺒﺪﺭﻭﺳﻴﺔ الى جهنم وبئس المصير 	Negative	0.709
1836	RT USERNAME: عائلة سورية محتاجه مبلغ الاجار 5500 ريال لمده 6 شهور اخر يوم الاحد الموقع عنيزة الي يبي يقابل العائلة يتواصل مع ام رامي آلآم 055… 	Negative	0.5915
1837	RT USERNAME: #سوريا | #ريف_دمشق :  إشتباكات عنيفة تجدد بين المجاهدين وقوات النظام شمال مدينة داريا . 	Negative	0.8969
